,probs,1,3,10
0,0.1,0.10583291202783585,0.09503631293773651,0.10449346899986267
1,0.2,0.1669001281261444,0.21978597342967987,0.21584391593933105
2,0.3,0.2623961567878723,0.35232052206993103,0.33946868777275085
3,0.4,0.5103756785392761,0.38397231698036194,0.4184018075466156
4,0.5,0.5779376029968262,0.4765404462814331,0.5145412683486938
5,0.6,0.7979796528816223,0.6367655992507935,0.6475860476493835
6,0.7,0.7885891199111938,0.7038281559944153,0.7525812983512878
7,0.8,0.9600290656089783,0.8946171998977661,0.8777071237564087
8,0.9,0.9991099238395691,0.9985458850860596,0.9985837936401367
9,0.1,0.0585920512676239,0.10264494270086288,0.09141254425048828
10,0.2,0.2020503580570221,0.20582106709480286,0.18928560614585876
11,0.3,0.34952542185783386,0.2929162085056305,0.3509027361869812
12,0.4,0.4202304482460022,0.3957836627960205,0.40779396891593933
13,0.5,0.575387716293335,0.49531906843185425,0.5047323107719421
14,0.6,0.6989901661872864,0.5774665474891663,0.6193286776542664
15,0.7,0.8105446100234985,0.7111273407936096,0.734574556350708
16,0.8,0.9541239142417908,0.9051269292831421,0.8957272171974182
17,0.9,0.9926251769065857,0.9975357055664062,0.9983124732971191
18,0.1,0.12532810866832733,0.0968179702758789,0.1039757952094078
19,0.2,0.20997077226638794,0.19766150414943695,0.2062075287103653
20,0.3,0.2832387685775757,0.32636305689811707,0.3515929877758026
21,0.4,0.39600512385368347,0.40184101462364197,0.40565434098243713
22,0.5,0.5103267431259155,0.5019315481185913,0.5174854397773743
23,0.6,0.6462058424949646,0.6102082133293152,0.6455659866333008
24,0.7,0.6874163746833801,0.7067489624023438,0.7469247579574585
25,0.8,0.9768561720848083,0.8938102722167969,0.9045462608337402
26,0.9,0.9995785355567932,0.9985604882240295,0.9984408020973206
27,0.1,0.11767075955867767,0.09810757637023926,0.08333126455545425
28,0.2,0.19925381243228912,0.16483917832374573,0.19474796950817108
29,0.3,0.28763464093208313,0.34123358130455017,0.32972830533981323
30,0.4,0.4119933545589447,0.31756630539894104,0.4133150279521942
31,0.5,0.6109541654586792,0.45719781517982483,0.5182794332504272
32,0.6,0.6974788308143616,0.5840758681297302,0.6177845001220703
33,0.7,0.8683218955993652,0.6866191625595093,0.731097400188446
34,0.8,0.9303149580955505,0.9158126711845398,0.8875213861465454
35,0.9,0.9967135190963745,0.9992057681083679,0.9982476234436035
36,0.1,0.10121124237775803,0.131775364279747,0.10477539151906967
37,0.2,0.23883990943431854,0.2059049904346466,0.22614151239395142
38,0.3,0.35630130767822266,0.2835468053817749,0.3304108679294586
39,0.4,0.4290182292461395,0.41614869236946106,0.43483442068099976
40,0.5,0.5192033648490906,0.5106549859046936,0.5665854215621948
41,0.6,0.6721147298812866,0.6589125394821167,0.6489524841308594
42,0.7,0.7828706502914429,0.7514262199401855,0.7515755891799927
43,0.8,0.7801372408866882,0.8912758231163025,0.9180145859718323
44,0.9,0.9985647797584534,0.9965035915374756,0.9984400868415833
45,0.1,0.1130141094326973,0.09260695427656174,0.10002535581588745
46,0.2,0.20560280978679657,0.21619829535484314,0.1978868842124939
47,0.3,0.3762419521808624,0.2935010492801666,0.31448307633399963
48,0.4,0.5311934351921082,0.3486005365848541,0.39056116342544556
49,0.5,0.6466336250305176,0.5104431509971619,0.515697717666626
50,0.6,0.7836301326751709,0.5768833756446838,0.6367670297622681
51,0.7,0.873199462890625,0.7033241391181946,0.7328778505325317
52,0.8,0.9326177835464478,0.8963512182235718,0.8883754014968872
53,0.9,0.9982597231864929,0.9984739422798157,0.9983624815940857
54,0.1,0.10534726828336716,0.09606698155403137,0.09463076293468475
55,0.2,0.20458097755908966,0.1842498779296875,0.19076886773109436
56,0.3,0.30159616470336914,0.3353511691093445,0.3182111084461212
57,0.4,0.3300877511501312,0.387312650680542,0.42130520939826965
58,0.5,0.5501527190208435,0.4907597303390503,0.5188153982162476
59,0.6,0.7094182968139648,0.6323691606521606,0.6471884250640869
60,0.7,0.8390017747879028,0.7458013892173767,0.7372148036956787
61,0.8,0.9534099698066711,0.8959130048751831,0.8989737629890442
62,0.9,0.9998724460601807,0.9992246627807617,0.9982023239135742
63,0.1,0.08477260917425156,0.07785283029079437,0.1002042144536972
64,0.2,0.23750251531600952,0.16744475066661835,0.20108376443386078
65,0.3,0.2843318581581116,0.30638498067855835,0.3211852014064789
66,0.4,0.40075060725212097,0.379605233669281,0.41563186049461365
67,0.5,0.5691868662834167,0.47238510847091675,0.5312429070472717
68,0.6,0.6508017778396606,0.5966383218765259,0.6413021087646484
69,0.7,0.8218784928321838,0.6906924843788147,0.7552754878997803
70,0.8,0.8370779156684875,0.8457156419754028,0.9056334495544434
71,0.9,0.9954354166984558,0.9980553388595581,0.9986588954925537
72,0.1,0.11740045249462128,0.10128205269575119,0.08927004784345627
73,0.2,0.21788150072097778,0.1895657628774643,0.18707343935966492
74,0.3,0.4098544120788574,0.3356814384460449,0.34851351380348206
75,0.4,0.5315712690353394,0.3914061188697815,0.4175061285495758
76,0.5,0.6040306091308594,0.48938608169555664,0.5077869892120361
77,0.6,0.7298824787139893,0.6473096609115601,0.633303165435791
78,0.7,0.6997238993644714,0.7664269208908081,0.761410653591156
79,0.8,0.8608868718147278,0.902996301651001,0.8938706517219543
80,0.9,0.9949828386306763,0.9968818426132202,0.9975064396858215
81,0.1,0.09538426250219345,0.1060846820473671,0.09339296072721481
82,0.2,0.14485983550548553,0.1828271597623825,0.20682434737682343
83,0.3,0.21917875111103058,0.2557750344276428,0.31459105014801025
84,0.4,0.45639416575431824,0.39857393503189087,0.4273064136505127
85,0.5,0.5931286811828613,0.5410618782043457,0.5398305654525757
86,0.6,0.5937004089355469,0.6402655243873596,0.6411005258560181
87,0.7,0.7883557081222534,0.7254425287246704,0.7611475586891174
88,0.8,0.7715529203414917,0.8902734518051147,0.9070114493370056
89,0.9,0.9951283931732178,0.9981479644775391,0.9979257583618164
90,0.1,0.10035659372806549,0.08461370319128036,0.10903090983629227
91,0.2,0.2366059422492981,0.20149557292461395,0.21001173555850983
92,0.3,0.2568584084510803,0.30741801857948303,0.3383408486843109
93,0.4,0.40000098943710327,0.4228079915046692,0.44086548686027527
94,0.5,0.5392522215843201,0.49006620049476624,0.5506877899169922
95,0.6,0.7058439254760742,0.6130183935165405,0.6591017246246338
96,0.7,0.8399207592010498,0.702060341835022,0.7551800012588501
97,0.8,0.9855937361717224,0.9104537963867188,0.8932565450668335
98,0.9,0.996654748916626,0.9979751706123352,0.997721254825592
99,0.1,0.0773429200053215,0.13867954909801483,0.1054636538028717
100,0.2,0.12713812291622162,0.23506580293178558,0.22090396285057068
101,0.3,0.29773545265197754,0.3207516372203827,0.30020245909690857
102,0.4,0.319945365190506,0.4006824791431427,0.4457927942276001
103,0.5,0.4848238229751587,0.49649742245674133,0.5748277306556702
104,0.6,0.6187296509742737,0.5762402415275574,0.672092854976654
105,0.7,0.8349208235740662,0.675273060798645,0.7570492029190063
106,0.8,0.9412409067153931,0.863952100276947,0.8727207183837891
107,0.9,0.9990633130073547,0.9986180067062378,0.9981974959373474
108,0.1,0.1323033571243286,0.09127184003591537,0.09979432821273804
109,0.2,0.26767706871032715,0.18545112013816833,0.1982172727584839
110,0.3,0.3409407138824463,0.3353036344051361,0.34935781359672546
111,0.4,0.4298669099807739,0.40898945927619934,0.41025954484939575
112,0.5,0.657965362071991,0.4971647560596466,0.5063340067863464
113,0.6,0.7957424521446228,0.6437072157859802,0.6575198769569397
114,0.7,0.8565924167633057,0.7801209688186646,0.7735997438430786
115,0.8,0.9736815094947815,0.9120339155197144,0.896807074546814
116,0.9,0.9986947178840637,0.9989988207817078,0.9983086585998535
117,0.1,0.06866062432527542,0.11491644382476807,0.09666169434785843
118,0.2,0.189870223402977,0.21352410316467285,0.2021653950214386
119,0.3,0.4180888235569,0.31217244267463684,0.34159037470817566
120,0.4,0.4232806861400604,0.38367053866386414,0.4183328151702881
121,0.5,0.5267828106880188,0.5235497355461121,0.5323410034179688
122,0.6,0.623407781124115,0.6504284739494324,0.6369661092758179
123,0.7,0.8076899647712708,0.7725791335105896,0.7416809797286987
124,0.8,0.9446783661842346,0.8775589466094971,0.9076172709465027
125,0.9,0.9975138902664185,0.9966183304786682,0.998475968837738
126,0.1,0.06726019084453583,0.10887617617845535,0.09543292969465256
127,0.2,0.16780751943588257,0.18153662979602814,0.19452624022960663
128,0.3,0.3757474720478058,0.2974693179130554,0.3396274745464325
129,0.4,0.4567972719669342,0.3966900706291199,0.4187433123588562
130,0.5,0.60381680727005,0.48959076404571533,0.521476149559021
131,0.6,0.7319368124008179,0.588969349861145,0.6216097474098206
132,0.7,0.7791378498077393,0.6854088306427002,0.7280459403991699
133,0.8,0.905106246471405,0.8570941686630249,0.8915858864784241
134,0.9,0.9990381002426147,0.9983454942703247,0.9985107779502869
135,0.1,0.10642623901367188,0.07485875487327576,0.10314919799566269
136,0.2,0.2103138566017151,0.16744183003902435,0.21005655825138092
137,0.3,0.3768332600593567,0.31303533911705017,0.31679970026016235
138,0.4,0.5627183318138123,0.3732071816921234,0.4200800955295563
139,0.5,0.5820505619049072,0.5207772254943848,0.5147010684013367
140,0.6,0.792073130607605,0.6165702939033508,0.629241406917572
141,0.7,0.9159979224205017,0.7481570243835449,0.7593124508857727
142,0.8,0.891183614730835,0.9117933511734009,0.8903292417526245
143,0.9,0.9984196424484253,0.9985835552215576,0.9982683658599854
144,0.1,0.09050887078046799,0.09605925530195236,0.09478385746479034
145,0.2,0.20621062815189362,0.2013600468635559,0.20019768178462982
146,0.3,0.2576899528503418,0.29036399722099304,0.3115789592266083
147,0.4,0.2957184314727783,0.43715900182724,0.43147197365760803
148,0.5,0.4130436182022095,0.5039268732070923,0.5307799577713013
149,0.6,0.7017831802368164,0.606374979019165,0.6320420503616333
150,0.7,0.46735554933547974,0.7408020496368408,0.7387532591819763
151,0.8,0.7928369045257568,0.869534432888031,0.8819893598556519
152,0.9,0.9996383190155029,0.9985004663467407,0.9981651902198792
153,0.1,0.07736686617136002,0.07537674903869629,0.09955521672964096
154,0.2,0.2817629873752594,0.21281148493289948,0.20365017652511597
155,0.3,0.30360618233680725,0.3287261128425598,0.3300631642341614
156,0.4,0.5144410133361816,0.39203760027885437,0.4004322588443756
157,0.5,0.638966977596283,0.528912365436554,0.5121827721595764
158,0.6,0.67470782995224,0.6280717253684998,0.6235226392745972
159,0.7,0.8036091923713684,0.750826358795166,0.742087721824646
160,0.8,0.9920834302902222,0.8748741149902344,0.9073496460914612
161,0.9,0.998175859451294,0.9971758127212524,0.9985407590866089
162,0.1,0.10642444342374802,0.10015783458948135,0.09614530950784683
163,0.2,0.20909589529037476,0.19666296243667603,0.20202751457691193
164,0.3,0.4415613114833832,0.3772040009498596,0.3267993927001953
165,0.4,0.5048292279243469,0.3528885841369629,0.41455429792404175
166,0.5,0.6306068301200867,0.4215347468852997,0.525968074798584
167,0.6,0.7987792491912842,0.5515254139900208,0.6440781950950623
168,0.7,0.8834714889526367,0.7103967666625977,0.7453644871711731
169,0.8,0.8084790706634521,0.8757545948028564,0.9157510995864868
170,0.9,0.9990517497062683,0.9990158081054688,0.9984347224235535
171,0.1,0.09899760782718658,0.12054435163736343,0.09388256072998047
172,0.2,0.23361411690711975,0.21751557290554047,0.2036236971616745
173,0.3,0.31979086995124817,0.33170703053474426,0.3312087953090668
174,0.4,0.4403485357761383,0.4489790201187134,0.42775070667266846
175,0.5,0.5831881165504456,0.5025408267974854,0.5208922028541565
176,0.6,0.6855185031890869,0.665348470211029,0.6327149868011475
177,0.7,0.8949467539787292,0.7471441030502319,0.7344533205032349
178,0.8,0.909063994884491,0.9036060571670532,0.8893439769744873
179,0.9,0.9994789958000183,0.9978688955307007,0.9982886910438538
